Month,Season,Budget,Temperature,Weather,Activity_Preference,Group_Size,Suggested_Place
June,Monsoon,Low,30,Rainy,Family Trip,10,Mount Abu
February,Winter,Low,13,Cold,Adventure,2,"Hampi, Karnataka"
August,Monsoon,High,20,Rainy,Family Trip,4,"Nilgiris Tiger Reserves, Karnataka"
July,Monsoon,Medium,26,Rainy,Family Trip,7,Udaipur
January,Winter,Medium,14,Cold,Adventure,7,Jammu-Kashmir
May,Summer,Medium,38,Hot,Adventure,2,Wayanad
December,Winter,Low,10,Cold,Adventure,3,Gangtok
July,Monsoon,High,27,Rainy,Family Trip,9,"Pillar Rocks, Kodaikanal"
November,Autumn,High,25,Mild,Cultural,8,Munnar
May,Summer,Low,28,Hot,Adventure,4,Wayanad
May,Summer,Medium,40,Hot,Adventure,5,"Wayanad, Alleppey - Kerala"
April,Spring,High,25,Pleasant,Eco Tourism,3,"Attukal Waterfalls, Munnar"
July,Monsoon,Medium,30,Rainy,Family Trip,10,"Manali and Kullu, Himachal Pradesh"
June,Monsoon,Low,23,Rainy,Family Trip,4,"Kullu-Manali, Himachal Pradesh"
August,Monsoon,Medium,29,Rainy,Family Trip,9,Auli
January,Winter,Low,15,Cold,Adventure,9,"Ooty, Tamil Nadu"
May,Summer,Low,31,Hot,Adventure,8,"Abbey Falls, Coorg"
January,Winter,Low,3,Cold,Adventure,5,Mussoorie
March,Spring,High,24,Pleasant,Eco Tourism,3,Idukki
October,Autumn,Low,24,Mild,Cultural,7,"Ooty, Tamil Nadu"
March,Spring,High,19,Pleasant,Eco Tourism,4,Leh & Ladakh
April,Spring,High,19,Pleasant,Eco Tourism,10,Gulmarg
March,Spring,High,25,Pleasant,Eco Tourism,9,"Bhushi Dam, Lonavala"
January,Winter,High,5,Cold,Adventure,2,"Bhushi Dam, Lonavala"
November,Autumn,Low,19,Mild,Cultural,1,"Ooty, Tamil Nadu"
March,Spring,Low,22,Pleasant,Eco Tourism,10,Shimla
April,Spring,Medium,29,Pleasant,Eco Tourism,1,Mussoorie
May,Summer,Low,35,Hot,Adventure,9,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
February,Winter,Low,9,Cold,Adventure,7,"Kullu-Manali, Himachal Pradesh"
April,Spring,Low,27,Pleasant,Eco Tourism,5,"Hampi, Karnataka"
July,Monsoon,Medium,30,Rainy,Family Trip,10,Shimla
June,Monsoon,Medium,20,Rainy,Family Trip,4,"Bhushi Dam, Lonavala"
November,Autumn,Medium,18,Mild,Cultural,4,"Ooty, Tamil Nadu"
August,Monsoon,High,28,Rainy,Family Trip,5,Coorg
December,Winter,Low,2,Cold,Adventure,6,Kullu
August,Monsoon,Low,25,Rainy,Family Trip,3,Rann of Kutch
October,Autumn,Medium,23,Mild,Cultural,4,Mount Abu
November,Autumn,High,19,Mild,Cultural,9,Gulmarg
January,Winter,High,0,Cold,Adventure,9,"Amber Palace, Jaipur"
September,Autumn,Low,23,Mild,Cultural,4,"Ooty, Tamil Nadu"
May,Summer,High,28,Hot,Adventure,8,"Kullu-Manali, Himachal Pradesh"
September,Autumn,Medium,20,Mild,Cultural,5,Kullu
December,Winter,Medium,11,Cold,Adventure,8,Rann of Kutch
June,Monsoon,Low,21,Rainy,Family Trip,3,"Pushkar, Rajasthan"
October,Autumn,High,15,Mild,Cultural,3,Darjeeling
June,Monsoon,Low,30,Rainy,Family Trip,2,"Tsomgo Lake, Sikkim"
April,Spring,High,29,Pleasant,Eco Tourism,4,"Nohkalikai Falls, Cherrapunji"
May,Summer,Medium,30,Hot,Adventure,2,"Hampi, Karnataka"
October,Autumn,High,16,Mild,Cultural,8,"Amber Palace, Jaipur"
October,Autumn,Medium,25,Mild,Cultural,10,Dalhousie
August,Monsoon,High,20,Rainy,Family Trip,6,"Darjeeling, Kalimpong - West Bengal"
October,Autumn,Medium,19,Mild,Cultural,10,Mount Abu
October,Autumn,High,15,Mild,Cultural,5,"Darjeeling, West Bengal"
May,Summer,Medium,37,Hot,Adventure,9,Kullu
March,Spring,High,18,Pleasant,Eco Tourism,9,Gulmarg
July,Monsoon,High,25,Rainy,Family Trip,5,Mussoorie
January,Winter,Low,5,Cold,Adventure,4,"Tsomgo Lake, Sikkim"
August,Monsoon,Medium,27,Rainy,Family Trip,9,"Darjeeling, West Bengal"
September,Autumn,High,23,Mild,Cultural,3,Auli
August,Monsoon,Medium,26,Rainy,Family Trip,1,Udaipur
April,Spring,High,22,Pleasant,Eco Tourism,6,Darjeeling
January,Winter,High,-3,Cold,Adventure,3,"Bhushi Dam, Lonavala"
October,Autumn,High,22,Mild,Cultural,6,Udaipur
December,Winter,Medium,10,Cold,Adventure,8,"Sunset Viewpoint, Agumbe"
August,Monsoon,Medium,25,Rainy,Family Trip,4,Gangtok
July,Monsoon,High,29,Rainy,Family Trip,4,"Sunset Viewpoint, Agumbe"
March,Spring,Low,26,Pleasant,Eco Tourism,9,Auli
August,Monsoon,High,20,Rainy,Family Trip,4,Tawang
October,Autumn,High,18,Mild,Cultural,5,Kullu
September,Autumn,Medium,23,Mild,Cultural,7,Mount Abu
February,Winter,High,11,Cold,Adventure,5,Gangtok
December,Winter,High,6,Cold,Adventure,7,Kodaikanal
January,Winter,High,12,Cold,Adventure,4,"Elephant Falls, Shillong"
November,Autumn,Low,21,Mild,Cultural,1,"Hampi, Karnataka"
December,Winter,Low,6,Cold,Adventure,7,Wayanad
November,Autumn,Low,23,Mild,Cultural,3,"Sunset Viewpoint, Agumbe"
January,Winter,Low,3,Cold,Adventure,5,"Darjeeling, Kalimpong - West Bengal"
February,Winter,Medium,9,Cold,Adventure,8,Tawang
June,Monsoon,Low,30,Rainy,Family Trip,10,"Tsomgo Lake, Sikkim"
November,Autumn,Medium,19,Mild,Cultural,3,"Pushkar, Rajasthan"
November,Autumn,Medium,24,Mild,Cultural,4,Dalhousie
September,Autumn,High,19,Mild,Cultural,8,"Nilgiris Tiger Reserves, Karnataka"
September,Autumn,Medium,24,Mild,Cultural,7,Goa
October,Autumn,High,22,Mild,Cultural,7,"Tsomgo Lake, Sikkim"
February,Winter,Medium,8,Cold,Adventure,6,"Mahabaleshwar, Maharashtra"
June,Monsoon,Low,27,Rainy,Family Trip,2,Shimla
March,Spring,High,22,Pleasant,Eco Tourism,7,"Pillar Rocks, Kodaikanal"
July,Monsoon,High,21,Rainy,Family Trip,6,"Wayanad, Kerala"
February,Winter,High,4,Cold,Adventure,1,Coorg
September,Autumn,Medium,24,Mild,Cultural,7,Shillong
October,Autumn,Low,15,Mild,Cultural,10,Kullu
October,Autumn,Medium,17,Mild,Cultural,8,Dalhousie
October,Autumn,Medium,22,Mild,Cultural,4,Mount Abu
November,Autumn,Medium,18,Mild,Cultural,10,Gulmarg
July,Monsoon,Low,20,Rainy,Family Trip,8,Munnar
January,Winter,Medium,12,Cold,Adventure,7,Kodaikanal
November,Autumn,High,24,Mild,Cultural,3,Udaipur
July,Monsoon,Medium,26,Rainy,Family Trip,3,Rann of Kutch
November,Autumn,Medium,16,Mild,Cultural,10,"Amber Palace, Jaipur"
July,Monsoon,Medium,20,Rainy,Family Trip,7,Jaisalmer
January,Winter,Low,-4,Cold,Adventure,10,"Nohkalikai Falls, Cherrapunji"
December,Winter,Medium,7,Cold,Adventure,8,Kullu
April,Spring,Medium,29,Pleasant,Eco Tourism,2,"Palolem Beach, Goa"
May,Summer,High,39,Hot,Adventure,8,Auli
June,Monsoon,High,27,Rainy,Family Trip,9,Coorg
June,Monsoon,High,26,Rainy,Family Trip,10,Gangtok
February,Winter,Medium,10,Cold,Adventure,7,"Kullu-Manali, Himachal Pradesh"
July,Monsoon,High,23,Rainy,Family Trip,8,Jammu-Kashmir
March,Spring,Medium,26,Pleasant,Eco Tourism,1,Shillong
May,Summer,High,29,Hot,Adventure,1,"Bhushi Dam, Lonavala"
October,Autumn,High,15,Mild,Cultural,4,Ooty
January,Winter,Low,7,Cold,Adventure,7,Kullu
March,Spring,High,24,Pleasant,Eco Tourism,9,"Pushkar, Rajasthan"
September,Autumn,High,25,Mild,Cultural,3,Tawang
February,Winter,Low,-5,Cold,Adventure,7,"Pushkar, Rajasthan"
July,Monsoon,High,20,Rainy,Family Trip,8,Kodaikanal
January,Winter,Low,2,Cold,Adventure,9,Idukki
November,Autumn,Medium,20,Mild,Cultural,7,Tawang
January,Winter,Medium,15,Cold,Adventure,2,Mount Abu
September,Autumn,Low,17,Mild,Cultural,6,Gangtok
December,Winter,High,3,Cold,Adventure,9,Mussoorie
January,Winter,High,9,Cold,Adventure,8,"Wayanad, Alleppey - Kerala"
July,Monsoon,Low,27,Rainy,Family Trip,2,Wayanad
April,Spring,Low,28,Pleasant,Eco Tourism,10,"Bhushi Dam, Lonavala"
July,Monsoon,High,23,Rainy,Family Trip,9,Dalhousie
September,Autumn,Low,16,Mild,Cultural,5,Idukki
May,Summer,High,35,Hot,Adventure,1,Jaisalmer
August,Monsoon,Low,25,Rainy,Family Trip,2,"Hampi, Karnataka"
November,Autumn,High,24,Mild,Cultural,2,Udaipur
September,Autumn,Low,23,Mild,Cultural,6,"Kullu-Manali, Himachal Pradesh"
April,Spring,High,21,Pleasant,Eco Tourism,3,Coorg
May,Summer,High,38,Hot,Adventure,4,"Sunset Viewpoint, Agumbe"
May,Summer,High,36,Hot,Adventure,3,Shimla
November,Autumn,High,21,Mild,Cultural,8,Jammu-Kashmir
July,Monsoon,Low,24,Rainy,Family Trip,6,"Valley of Flowers, Uttarakhand"
February,Winter,Medium,-1,Cold,Adventure,1,"Wayanad, Alleppey - Kerala"
February,Winter,Low,1,Cold,Adventure,5,"Sunset Viewpoint, Agumbe"
June,Monsoon,Medium,29,Rainy,Family Trip,8,"Darjeeling, Kalimpong - West Bengal"
October,Autumn,High,23,Mild,Cultural,6,"Pushkar, Rajasthan"
February,Winter,Medium,-2,Cold,Adventure,6,Shillong
August,Monsoon,High,30,Rainy,Family Trip,8,Udaipur
April,Spring,Low,19,Pleasant,Eco Tourism,9,"Bhushi Dam, Lonavala"
October,Autumn,High,20,Mild,Cultural,10,Wayanad
May,Summer,Low,26,Hot,Adventure,10,Leh & Ladakh
August,Monsoon,High,26,Rainy,Family Trip,4,Udaipur
March,Spring,High,18,Pleasant,Eco Tourism,7,Gangtok
December,Winter,High,-4,Cold,Adventure,1,"Pillar Rocks, Kodaikanal"
June,Monsoon,Low,28,Rainy,Family Trip,10,"Hampi, Karnataka"
May,Summer,High,30,Hot,Adventure,1,"Rann of Kutch, Gujarat"
March,Spring,Medium,21,Pleasant,Eco Tourism,1,Leh & Ladakh
March,Spring,High,29,Pleasant,Eco Tourism,6,Udaipur
June,Monsoon,Low,22,Rainy,Family Trip,7,Darjeeling
January,Winter,High,-4,Cold,Adventure,5,"Elephant Falls, Shillong"
June,Monsoon,Low,29,Rainy,Family Trip,1,Shimla
August,Monsoon,Low,27,Rainy,Family Trip,7,Gangtok
March,Spring,Low,23,Pleasant,Eco Tourism,1,Gulmarg
June,Monsoon,Medium,24,Rainy,Family Trip,8,Udaipur
September,Autumn,Medium,16,Mild,Cultural,4,Shimla
May,Summer,Low,27,Hot,Adventure,8,Munnar
January,Winter,High,3,Cold,Adventure,8,Kodaikanal
October,Autumn,Low,23,Mild,Cultural,5,Udaipur
February,Winter,High,-5,Cold,Adventure,6,Dalhousie
June,Monsoon,High,28,Rainy,Family Trip,2,Idukki
July,Monsoon,Medium,21,Rainy,Family Trip,8,Auli
November,Autumn,High,16,Mild,Cultural,7,"Leh-Ladakh, Jammu & Kashmir"
February,Winter,Low,-4,Cold,Adventure,1,"Valley of Flowers, Uttarakhand"
January,Winter,High,7,Cold,Adventure,6,Rishikesh
September,Autumn,Medium,25,Mild,Cultural,7,Ooty
March,Spring,Medium,29,Pleasant,Eco Tourism,9,"Wayanad, Alleppey - Kerala"
March,Spring,High,28,Pleasant,Eco Tourism,8,Ooty
December,Winter,Low,10,Cold,Adventure,9,"Nohkalikai Falls, Cherrapunji"
February,Winter,High,9,Cold,Adventure,2,"Elephant Falls, Shillong"
January,Winter,High,-3,Cold,Adventure,8,"Elephant Falls, Shillong"
February,Winter,Low,5,Cold,Adventure,7,Udaipur
January,Winter,Medium,15,Cold,Adventure,3,Rann of Kutch
November,Autumn,Medium,17,Mild,Cultural,3,"Hampi, Karnataka"
May,Summer,Medium,31,Hot,Adventure,8,"Elephant Falls, Shillong"
June,Monsoon,Medium,30,Rainy,Family Trip,1,"Abbey Falls, Coorg"
October,Autumn,High,16,Mild,Cultural,2,Shimla
November,Autumn,High,18,Mild,Cultural,3,"Kullu-Manali, Himachal Pradesh"
July,Monsoon,High,20,Rainy,Family Trip,7,"Sunset Viewpoint, Agumbe"
December,Winter,Low,-4,Cold,Adventure,7,Darjeeling
August,Monsoon,Low,25,Rainy,Family Trip,5,"Hampi, Karnataka"
December,Winter,Low,-3,Cold,Adventure,4,"Bhushi Dam, Lonavala"
April,Spring,High,22,Pleasant,Eco Tourism,8,"Tsomgo Lake, Sikkim"
December,Winter,Low,13,Cold,Adventure,7,Udaipur
July,Monsoon,High,22,Rainy,Family Trip,6,Kumili
September,Autumn,High,17,Mild,Cultural,4,Rishikesh
August,Monsoon,Medium,24,Rainy,Family Trip,8,"Elephant Falls, Shillong"
March,Spring,Medium,27,Pleasant,Eco Tourism,2,"Bhushi Dam, Lonavala"
December,Winter,High,1,Cold,Adventure,7,"Pillar Rocks, Kodaikanal"
June,Monsoon,High,30,Rainy,Family Trip,3,"Elephant Falls, Shillong"
November,Autumn,High,20,Mild,Cultural,9,"Pillar Rocks, Kodaikanal"
June,Monsoon,Medium,27,Rainy,Family Trip,10,Munnar
December,Winter,Low,14,Cold,Adventure,1,Tawang
November,Autumn,Medium,22,Mild,Cultural,7,Shimla
July,Monsoon,Low,25,Rainy,Family Trip,7,Goa
May,Summer,Medium,26,Hot,Adventure,10,"Palolem Beach, Goa"
June,Monsoon,High,23,Rainy,Family Trip,6,Rann of Kutch
August,Monsoon,Medium,27,Rainy,Family Trip,8,"Nilgiris Tiger Reserves, Karnataka"
November,Autumn,Medium,19,Mild,Cultural,8,"Palolem Beach, Goa"
November,Autumn,High,17,Mild,Cultural,6,Auli
November,Autumn,Low,21,Mild,Cultural,10,"Pushkar, Rajasthan"
April,Spring,Medium,19,Pleasant,Eco Tourism,7,Kumili
February,Winter,High,0,Cold,Adventure,3,Coorg
August,Monsoon,Low,23,Rainy,Family Trip,8,"Palolem Beach, Goa"
March,Spring,Medium,29,Pleasant,Eco Tourism,10,Shimla
November,Autumn,Low,24,Mild,Cultural,2,"Nohkalikai Falls, Cherrapunji"
March,Spring,High,30,Pleasant,Eco Tourism,6,Kumili
June,Monsoon,Medium,26,Rainy,Family Trip,1,Kullu
September,Autumn,Medium,19,Mild,Cultural,7,Rishikesh
April,Spring,Medium,24,Pleasant,Eco Tourism,1,"Valley of Flowers, Uttarakhand"
April,Spring,Medium,27,Pleasant,Eco Tourism,8,Wayanad
December,Winter,Low,7,Cold,Adventure,10,Jammu-Kashmir
May,Summer,High,35,Hot,Adventure,5,"Abbey Falls, Coorg"
January,Winter,Medium,1,Cold,Adventure,2,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
December,Winter,High,1,Cold,Adventure,4,Coorg
March,Spring,Low,15,Pleasant,Eco Tourism,2,"Wayanad, Alleppey - Kerala"
November,Autumn,Medium,19,Mild,Cultural,1,Gulmarg
April,Spring,High,29,Pleasant,Eco Tourism,2,Gulmarg
December,Winter,Low,5,Cold,Adventure,10,Ooty
January,Winter,High,12,Cold,Adventure,4,Rann of Kutch
July,Monsoon,Medium,30,Rainy,Family Trip,5,"Bhushi Dam, Lonavala"
November,Autumn,Medium,21,Mild,Cultural,1,"Nohkalikai Falls, Cherrapunji"
April,Spring,Medium,17,Pleasant,Eco Tourism,3,Kumili
April,Spring,High,19,Pleasant,Eco Tourism,3,Rann of Kutch
November,Autumn,Low,15,Mild,Cultural,10,"Rann of Kutch, Gujarat"
October,Autumn,High,20,Mild,Cultural,4,"Mahabaleshwar, Maharashtra"
April,Spring,Low,25,Pleasant,Eco Tourism,9,Mussoorie
May,Summer,High,26,Hot,Adventure,8,"Kullu-Manali, Himachal Pradesh"
April,Spring,High,22,Pleasant,Eco Tourism,4,Shimla
July,Monsoon,Low,25,Rainy,Family Trip,4,"Sunset Viewpoint, Agumbe"
September,Autumn,High,22,Mild,Cultural,3,Kodaikanal
May,Summer,Low,30,Hot,Adventure,10,Kullu
March,Spring,Low,24,Pleasant,Eco Tourism,8,Gulmarg
March,Spring,Low,28,Pleasant,Eco Tourism,3,Shimla
February,Winter,Medium,10,Cold,Adventure,3,Rishikesh
February,Winter,Low,1,Cold,Adventure,3,"Attukal Waterfalls, Munnar"
May,Summer,Medium,27,Hot,Adventure,3,"Pillar Rocks, Kodaikanal"
April,Spring,Low,27,Pleasant,Eco Tourism,2,Shillong
September,Autumn,High,23,Mild,Cultural,6,Tawang
April,Spring,High,22,Pleasant,Eco Tourism,8,Darjeeling
May,Summer,High,38,Hot,Adventure,4,Kodaikanal
November,Autumn,Low,25,Mild,Cultural,8,"Kullu-Manali, Himachal Pradesh"
March,Spring,Medium,22,Pleasant,Eco Tourism,3,"Mahabaleshwar, Maharashtra"
September,Autumn,High,20,Mild,Cultural,10,Kumili
June,Monsoon,Medium,26,Rainy,Family Trip,5,"Darjeeling, Kalimpong - West Bengal"
May,Summer,High,25,Hot,Adventure,9,Gangtok
February,Winter,Low,15,Cold,Adventure,9,Darjeeling
April,Spring,Medium,26,Pleasant,Eco Tourism,7,Udaipur
January,Winter,Low,-2,Cold,Adventure,7,"Wayanad, Alleppey - Kerala"
March,Spring,High,29,Pleasant,Eco Tourism,7,Kodaikanal
August,Monsoon,High,26,Rainy,Family Trip,10,Kodaikanal
March,Spring,Medium,20,Pleasant,Eco Tourism,2,Gangtok
June,Monsoon,Medium,27,Rainy,Family Trip,10,Darjeeling
October,Autumn,Medium,19,Mild,Cultural,3,Wayanad
February,Winter,Medium,4,Cold,Adventure,7,Rann of Kutch
June,Monsoon,High,27,Rainy,Family Trip,10,"Manali and Kullu, Himachal Pradesh"
July,Monsoon,Low,21,Rainy,Family Trip,10,"Palolem Beach, Goa"
August,Monsoon,Medium,30,Rainy,Family Trip,4,Gangtok
November,Autumn,Low,16,Mild,Cultural,2,"Darjeeling, Kalimpong - West Bengal"
November,Autumn,Low,25,Mild,Cultural,4,"Mahabaleshwar, Maharashtra"
March,Spring,Low,25,Pleasant,Eco Tourism,8,"Pushkar, Rajasthan"
October,Autumn,Medium,22,Mild,Cultural,5,"Valley of Flowers, Uttarakhand"
February,Winter,High,-2,Cold,Adventure,1,"Elephant Falls, Shillong"
April,Spring,Low,18,Pleasant,Eco Tourism,10,"Elephant Falls, Shillong"
March,Spring,Low,21,Pleasant,Eco Tourism,9,"Sunset Viewpoint, Agumbe"
December,Winter,High,3,Cold,Adventure,8,"Abbey Falls, Coorg"
March,Spring,High,19,Pleasant,Eco Tourism,10,Shillong
May,Summer,High,25,Hot,Adventure,1,"Attukal Waterfalls, Munnar"
November,Autumn,High,18,Mild,Cultural,5,"Elephant Falls, Shillong"
March,Spring,Medium,18,Pleasant,Eco Tourism,7,"Manali and Kullu, Himachal Pradesh"
February,Winter,High,-1,Cold,Adventure,3,"Bhushi Dam, Lonavala"
May,Summer,Medium,34,Hot,Adventure,6,Udaipur
May,Summer,Medium,37,Hot,Adventure,7,"Palolem Beach, Goa"
June,Monsoon,Medium,25,Rainy,Family Trip,5,Darjeeling
February,Winter,Low,-1,Cold,Adventure,4,"Roopkund Glacial Lake, Nanda Devi National Park - Uttarakhand"
February,Winter,High,-5,Cold,Adventure,2,Jaisalmer
December,Winter,Medium,0,Cold,Adventure,7,Munnar
July,Monsoon,Medium,22,Rainy,Family Trip,9,"Tsomgo Lake, Sikkim"
March,Spring,Medium,22,Pleasant,Eco Tourism,10,Coorg
August,Monsoon,High,24,Rainy,Family Trip,6,"Nilgiris Tiger Reserves, Karnataka"
April,Spring,Medium,27,Pleasant,Eco Tourism,1,Goa
May,Summer,High,31,Hot,Adventure,6,"Rann of Kutch, Gujarat"
December,Winter,Medium,7,Cold,Adventure,2,"Bhushi Dam, Lonavala"
January,Winter,Low,-4,Cold,Adventure,5,Udaipur
May,Summer,Medium,40,Hot,Adventure,4,"Darjeeling, Kalimpong - West Bengal"
January,Winter,Low,5,Cold,Adventure,8,Shimla
August,Monsoon,High,24,Rainy,Family Trip,1,"Bhushi Dam, Lonavala"
January,Winter,High,-5,Cold,Adventure,9,Rann of Kutch
November,Autumn,High,17,Mild,Cultural,9,"Manali and Kullu, Himachal Pradesh"
January,Winter,Low,2,Cold,Adventure,4,"Wayanad, Alleppey - Kerala"
May,Summer,High,32,Hot,Adventure,3,"Sunset Viewpoint, Agumbe"
July,Monsoon,Medium,21,Rainy,Family Trip,4,Munnar
January,Winter,High,-2,Cold,Adventure,8,"Mahabaleshwar, Maharashtra"
September,Autumn,High,16,Mild,Cultural,5,"Abbey Falls, Coorg"
December,Winter,High,9,Cold,Adventure,9,"Elephant Falls, Shillong"
December,Winter,Low,7,Cold,Adventure,5,"Nohkalikai Falls, Cherrapunji"
October,Autumn,High,23,Mild,Cultural,6,Jammu-Kashmir
December,Winter,Medium,6,Cold,Adventure,10,Rishikesh
February,Winter,Low,12,Cold,Adventure,5,Udaipur
December,Winter,Medium,1,Cold,Adventure,2,Goa
September,Autumn,Low,24,Mild,Cultural,2,"Kullu-Manali, Himachal Pradesh"
July,Monsoon,High,21,Rainy,Family Trip,7,"Nohkalikai Falls, Cherrapunji"
August,Monsoon,Low,27,Rainy,Family Trip,7,"Hampi, Karnataka"
April,Spring,High,28,Pleasant,Eco Tourism,8,"Elephant Falls, Shillong"
March,Spring,Medium,30,Pleasant,Eco Tourism,2,Udaipur
July,Monsoon,Low,26,Rainy,Family Trip,1,"Tsomgo Lake, Sikkim"
January,Winter,High,9,Cold,Adventure,4,"Rann of Kutch, Gujarat"
September,Autumn,Medium,15,Mild,Cultural,8,"Kullu-Manali, Himachal Pradesh"
April,Spring,Low,21,Pleasant,Eco Tourism,4,"Hampi, Karnataka"
May,Summer,Medium,34,Hot,Adventure,10,"Palolem Beach, Goa"
October,Autumn,High,22,Mild,Cultural,5,"Kullu-Manali, Himachal Pradesh"
May,Summer,Low,38,Hot,Adventure,4,Wayanad
December,Winter,Low,7,Cold,Adventure,7,"Hampi, Karnataka"
January,Winter,High,10,Cold,Adventure,3,Goa
February,Winter,Low,12,Cold,Adventure,10,Shimla
April,Spring,Low,29,Pleasant,Eco Tourism,3,"Manali and Kullu, Himachal Pradesh"
May,Summer,High,33,Hot,Adventure,4,"Ooty, Tamil Nadu"
September,Autumn,Low,22,Mild,Cultural,2,"Pushkar, Rajasthan"
June,Monsoon,Medium,23,Rainy,Family Trip,6,Kodaikanal
February,Winter,Low,-1,Cold,Adventure,10,Coorg
December,Winter,Medium,-3,Cold,Adventure,10,Darjeeling
November,Autumn,High,21,Mild,Cultural,9,Ooty
September,Autumn,High,19,Mild,Cultural,5,Idukki
August,Monsoon,Medium,24,Rainy,Family Trip,4,Mussoorie
September,Autumn,Low,19,Mild,Cultural,10,Rishikesh
November,Autumn,Medium,22,Mild,Cultural,6,Coorg
April,Spring,Low,30,Pleasant,Eco Tourism,4,Munnar
December,Winter,Medium,4,Cold,Adventure,9,Rann of Kutch
October,Autumn,High,22,Mild,Cultural,3,"Pushkar, Rajasthan"
February,Winter,Low,13,Cold,Adventure,9,Tawang
November,Autumn,Low,24,Mild,Cultural,3,Udaipur
December,Winter,High,11,Cold,Adventure,4,"Wayanad, Kerala"
October,Autumn,Low,19,Mild,Cultural,3,"Rann of Kutch, Gujarat"
June,Monsoon,Medium,30,Rainy,Family Trip,10,"Pushkar, Rajasthan"
August,Monsoon,Medium,25,Rainy,Family Trip,7,Mussoorie
October,Autumn,High,24,Mild,Cultural,7,Darjeeling
September,Autumn,High,22,Mild,Cultural,2,"Pillar Rocks, Kodaikanal"
October,Autumn,High,20,Mild,Cultural,3,Wayanad
May,Summer,Low,31,Hot,Adventure,5,Tawang
February,Winter,Low,6,Cold,Adventure,5,"Kullu-Manali, Himachal Pradesh"
September,Autumn,High,22,Mild,Cultural,5,Gangtok
July,Monsoon,Low,22,Rainy,Family Trip,5,Gangtok
February,Winter,Medium,5,Cold,Adventure,8,"Hampi, Karnataka"
March,Spring,High,26,Pleasant,Eco Tourism,3,Tawang
March,Spring,High,24,Pleasant,Eco Tourism,7,"Ooty, Tamil Nadu"
December,Winter,High,-5,Cold,Adventure,9,Jammu-Kashmir
January,Winter,Medium,2,Cold,Adventure,2,Rann of Kutch
June,Monsoon,Low,20,Rainy,Family Trip,3,Tawang
June,Monsoon,Low,30,Rainy,Family Trip,3,Kumili
September,Autumn,High,24,Mild,Cultural,7,Kullu
August,Monsoon,High,28,Rainy,Family Trip,2,Gulmarg
July,Monsoon,Medium,21,Rainy,Family Trip,5,"Valley of Flowers, Uttarakhand"
January,Winter,Low,-2,Cold,Adventure,2,Jammu-Kashmir
July,Monsoon,Medium,26,Rainy,Family Trip,2,"Pushkar, Rajasthan"
December,Winter,Low,7,Cold,Adventure,10,"Wayanad, Kerala"
September,Autumn,High,19,Mild,Cultural,1,"Mahabaleshwar, Maharashtra"
March,Spring,Medium,20,Pleasant,Eco Tourism,7,Shimla
February,Winter,High,7,Cold,Adventure,2,Rann of Kutch
September,Autumn,Medium,18,Mild,Cultural,9,"Hampi, Karnataka"
February,Winter,Low,9,Cold,Adventure,6,Wayanad
July,Monsoon,Low,25,Rainy,Family Trip,5,Gangtok
March,Spring,High,19,Pleasant,Eco Tourism,1,"Leh-Ladakh, Jammu & Kashmir"
July,Monsoon,High,20,Rainy,Family Trip,1,"Kullu-Manali, Himachal Pradesh"
October,Autumn,Medium,18,Mild,Cultural,6,"Kullu-Manali, Himachal Pradesh"
March,Spring,Low,20,Pleasant,Eco Tourism,9,"Kullu-Manali, Himachal Pradesh"
January,Winter,Low,14,Cold,Adventure,7,Kullu
March,Spring,Low,15,Pleasant,Eco Tourism,4,"Palolem Beach, Goa"
May,Summer,Low,28,Hot,Adventure,1,Wayanad
July,Monsoon,High,30,Rainy,Family Trip,5,"Bhushi Dam, Lonavala"
September,Autumn,Medium,25,Mild,Cultural,9,Idukki
June,Monsoon,High,22,Rainy,Family Trip,7,Tawang
January,Winter,Medium,10,Cold,Adventure,2,Kullu
July,Monsoon,High,25,Rainy,Family Trip,3,Jammu-Kashmir
October,Autumn,Low,19,Mild,Cultural,5,"Tsomgo Lake, Sikkim"
June,Monsoon,Medium,20,Rainy,Family Trip,6,Rishikesh
May,Summer,Medium,33,Hot,Adventure,1,"Amber Palace, Jaipur"
November,Autumn,Low,19,Mild,Cultural,9,"Nilgiris Tiger Reserves, Karnataka"
August,Monsoon,Medium,28,Rainy,Family Trip,3,Dalhousie
January,Winter,High,13,Cold,Adventure,1,Kodaikanal
May,Summer,Medium,31,Hot,Adventure,9,Munnar
December,Winter,Medium,-3,Cold,Adventure,4,"Attukal Waterfalls, Munnar"
October,Autumn,Medium,21,Mild,Cultural,9,"Palolem Beach, Goa"
February,Winter,Medium,13,Cold,Adventure,6,Gangtok
October,Autumn,High,21,Mild,Cultural,6,Mussoorie
